Player,Score,Week,Year,Position,
Arizona (Ari),3,1,2014,DEF,
Atlanta (Atl),3,1,2014,DEF,
Baltimore (Bal),2,1,2014,DEF,
Buffalo (Buf),9,1,2014,DEF,
Carolina (Car),10,1,2014,DEF,
Chicago (Chi),3,1,2014,DEF,
Cincinnati (Cin),8,1,2014,DEF,
Cleveland (Cle),5,1,2014,DEF,
Dallas (Dal),1,1,2014,DEF,
Denver (Den),7,1,2014,DEF,
Detroit (Det),7,1,2014,DEF,
Green Bay (GB),2,1,2014,DEF,
Houston (Hou),24,1,2014,DEF,
Indianapolis (Ind),0,1,2014,DEF,
Jacksonville (Jax),10,1,2014,DEF,
Kansas City (KC),4,1,2014,DEF,
Los Angeles (LAC),9,1,2014,DEF,
Los Angeles (LAR),0,1,2014,DEF,
Miami (Mia),11,1,2014,DEF,
Minnesota (Min),22,1,2014,DEF,
New England (NE),6,1,2014,DEF,
New Orleans (NO),-1,1,2014,DEF,
New York (NYG),-3,1,2014,DEF,
New York (NYJ),3,1,2014,DEF,
Oakland (Oak),7,1,2014,DEF,
Philadelphia (Phi),14,1,2014,DEF,
Pittsburgh (Pit),3,1,2014,DEF,
San Francisco (SF),18,1,2014,DEF,
Seattle (Sea),8,1,2014,DEF,
Tampa Bay (TB),2,1,2014,DEF,
Tennessee (Ten),14,1,2014,DEF,
Washington (Was),4,1,2014,DEF,
Arizona (Ari),17,2,2014,DEF,
Atlanta (Atl),0,2,2014,DEF,
Baltimore (Bal),15,2,2014,DEF,
Buffalo (Buf),20,2,2014,DEF,
Carolina (Car),14,2,2014,DEF,
Chicago (Chi),13,2,2014,DEF,
Cincinnati (Cin),12,2,2014,DEF,
Cleveland (Cle),12,2,2014,DEF,
Dallas (Dal),10,2,2014,DEF,
Denver (Den),3,2,2014,DEF,
Detroit (Det),4,2,2014,DEF,
Green Bay (GB),4,2,2014,DEF,
Houston (Hou),9,2,2014,DEF,
Indianapolis (Ind),1,2,2014,DEF,
Jacksonville (Jax),-1,2,2014,DEF,
Kansas City (KC),1,2,2014,DEF,
Los Angeles (LAC),4,2,2014,DEF,
Los Angeles (LAR),8,2,2014,DEF,
Miami (Mia),-1,2,2014,DEF,
Minnesota (Min),0,2,2014,DEF,
New England (NE),26,2,2014,DEF,
New Orleans (NO),2,2,2014,DEF,
New York (NYG),4,2,2014,DEF,
New York (NYJ),5,2,2014,DEF,
Oakland (Oak),1,2,2014,DEF,
Philadelphia (Phi),4,2,2014,DEF,
Pittsburgh (Pit),0,2,2014,DEF,
San Francisco (SF),2,2,2014,DEF,
Seattle (Sea),0,2,2014,DEF,
Tampa Bay (TB),5,2,2014,DEF,
Tennessee (Ten),6,2,2014,DEF,
Washington (Was),16,2,2014,DEF,
Arizona (Ari),4,3,2014,DEF,
Atlanta (Atl),29,3,2014,DEF,
Baltimore (Bal),3,3,2014,DEF,
Buffalo (Buf),2,3,2014,DEF,
Carolina (Car),0,3,2014,DEF,
Chicago (Chi),16,3,2014,DEF,
Cincinnati (Cin),12,3,2014,DEF,
Cleveland (Cle),2,3,2014,DEF,
Dallas (Dal),12,3,2014,DEF,
Denver (Den),7,3,2014,DEF,
Detroit (Det),16,3,2014,DEF,
Green Bay (GB),12,3,2014,DEF,
Houston (Hou),2,3,2014,DEF,
Indianapolis (Ind),17,3,2014,DEF,
Jacksonville (Jax),-2,3,2014,DEF,
Kansas City (KC),8,3,2014,DEF,
Los Angeles (LAC),9,3,2014,DEF,
Los Angeles (LAR),9,3,2014,DEF,
Miami (Mia),10,3,2014,DEF,
Minnesota (Min),4,3,2014,DEF,
New England (NE),6,3,2014,DEF,
New Orleans (NO),6,3,2014,DEF,
New York (NYG),13,3,2014,DEF,
New York (NYJ),6,3,2014,DEF,
Oakland (Oak),3,3,2014,DEF,
Philadelphia (Phi),7,3,2014,DEF,
Pittsburgh (Pit),14,3,2014,DEF,
San Francisco (SF),2,3,2014,DEF,
Seattle (Sea),6,3,2014,DEF,
Tampa Bay (TB),11,3,2014,DEF,
Tennessee (Ten),1,3,2014,DEF,
Washington (Was),-2,3,2014,DEF,
Arizona (Ari),,4,2014,DEF,
Atlanta (Atl),-4,4,2014,DEF,
Baltimore (Bal),8,4,2014,DEF,
Buffalo (Buf),9,4,2014,DEF,
Carolina (Car),-4,4,2014,DEF,
Chicago (Chi),-1,4,2014,DEF,
Cincinnati (Cin),,4,2014,DEF,
Cleveland (Cle),,4,2014,DEF,
Dallas (Dal),9,4,2014,DEF,
Denver (Den),,4,2014,DEF,
Detroit (Det),7,4,2014,DEF,
Green Bay (GB),6,4,2014,DEF,
Houston (Hou),13,4,2014,DEF,
Indianapolis (Ind),10,4,2014,DEF,
Jacksonville (Jax),1,4,2014,DEF,
Kansas City (KC),16,4,2014,DEF,
Los Angeles (LAC),10,4,2014,DEF,
Los Angeles (LAR),,4,2014,DEF,
Miami (Mia),17,4,2014,DEF,
Minnesota (Min),4,4,2014,DEF,
New England (NE),-2,4,2014,DEF,
New Orleans (NO),-3,4,2014,DEF,
New York (NYG),15,4,2014,DEF,
New York (NYJ),4,4,2014,DEF,
Oakland (Oak),5,4,2014,DEF,
Philadelphia (Phi),26,4,2014,DEF,
Pittsburgh (Pit),3,4,2014,DEF,
San Francisco (SF),10,4,2014,DEF,
Seattle (Sea),,4,2014,DEF,
Tampa Bay (TB),7,4,2014,DEF,
Tennessee (Ten),-2,4,2014,DEF,
Washington (Was),-1,4,2014,DEF,
Arizona (Ari),1,5,2014,DEF,
Atlanta (Atl),4,5,2014,DEF,
Baltimore (Bal),10,5,2014,DEF,
Buffalo (Buf),14,5,2014,DEF,
Carolina (Car),18,5,2014,DEF,
Chicago (Chi),7,5,2014,DEF,
Cincinnati (Cin),-3,5,2014,DEF,
Cleveland (Cle),6,5,2014,DEF,
Dallas (Dal),3,5,2014,DEF,
Denver (Den),4,5,2014,DEF,
Detroit (Det),11,5,2014,DEF,
Green Bay (GB),22,5,2014,DEF,
Houston (Hou),8,5,2014,DEF,
Indianapolis (Ind),14,5,2014,DEF,
Jacksonville (Jax),10,5,2014,DEF,
Kansas City (KC),3,5,2014,DEF,
Los Angeles (LAC),16,5,2014,DEF,
Los Angeles (LAR),5,5,2014,DEF,
Miami (Mia),,5,2014,DEF,
Minnesota (Min),0,5,2014,DEF,
New England (NE),14,5,2014,DEF,
New Orleans (NO),5,5,2014,DEF,
New York (NYG),4,5,2014,DEF,
New York (NYJ),4,5,2014,DEF,
Oakland (Oak),,5,2014,DEF,
Philadelphia (Phi),23,5,2014,DEF,
Pittsburgh (Pit),15,5,2014,DEF,
San Francisco (SF),3,5,2014,DEF,
Seattle (Sea),2,5,2014,DEF,
Tampa Bay (TB),8,5,2014,DEF,
Tennessee (Ten),3,5,2014,DEF,
Washington (Was),3,5,2014,DEF,
Arizona (Ari),17,6,2014,DEF,
Atlanta (Atl),4,6,2014,DEF,
Baltimore (Bal),8,6,2014,DEF,
Buffalo (Buf),-2,6,2014,DEF,
Carolina (Car),1,6,2014,DEF,
Chicago (Chi),10,6,2014,DEF,
Cincinnati (Cin),-2,6,2014,DEF,
Cleveland (Cle),8,6,2014,DEF,
Dallas (Dal),4,6,2014,DEF,
Denver (Den),15,6,2014,DEF,
Detroit (Det),21,6,2014,DEF,
Green Bay (GB),7,6,2014,DEF,
Houston (Hou),12,6,2014,DEF,
Indianapolis (Ind),9,6,2014,DEF,
Jacksonville (Jax),4,6,2014,DEF,
Kansas City (KC),,6,2014,DEF,
Los Angeles (LAC),1,6,2014,DEF,
Los Angeles (LAR),2,6,2014,DEF,
Miami (Mia),5,6,2014,DEF,
Minnesota (Min),5,6,2014,DEF,
New England (NE),11,6,2014,DEF,
New Orleans (NO),,6,2014,DEF,
New York (NYG),5,6,2014,DEF,
New York (NYJ),2,6,2014,DEF,
Oakland (Oak),0,6,2014,DEF,
Philadelphia (Phi),20,6,2014,DEF,
Pittsburgh (Pit),2,6,2014,DEF,
San Francisco (SF),14,6,2014,DEF,
Seattle (Sea),12,6,2014,DEF,
Tampa Bay (TB),0,6,2014,DEF,
Tennessee (Ten),13,6,2014,DEF,
Washington (Was),1,6,2014,DEF,
Arizona (Ari),5,7,2014,DEF,
Atlanta (Atl),7,7,2014,DEF,
Baltimore (Bal),13,7,2014,DEF,
Buffalo (Buf),10,7,2014,DEF,
Carolina (Car),-2,7,2014,DEF,
Chicago (Chi),6,7,2014,DEF,
Cincinnati (Cin),6,7,2014,DEF,
Cleveland (Cle),8,7,2014,DEF,
Dallas (Dal),4,7,2014,DEF,
Denver (Den),9,7,2014,DEF,
Detroit (Det),5,7,2014,DEF,
Green Bay (GB),6,7,2014,DEF,
Houston (Hou),4,7,2014,DEF,
Indianapolis (Ind),14,7,2014,DEF,
Jacksonville (Jax),16,7,2014,DEF,
Kansas City (KC),5,7,2014,DEF,
Los Angeles (LAC),3,7,2014,DEF,
Los Angeles (LAR),9,7,2014,DEF,
Miami (Mia),10,7,2014,DEF,
Minnesota (Min),15,7,2014,DEF,
New England (NE),5,7,2014,DEF,
New Orleans (NO),7,7,2014,DEF,
New York (NYG),3,7,2014,DEF,
New York (NYJ),1,7,2014,DEF,
Oakland (Oak),3,7,2014,DEF,
Philadelphia (Phi),,7,2014,DEF,
Pittsburgh (Pit),7,7,2014,DEF,
San Francisco (SF),-2,7,2014,DEF,
Seattle (Sea),-1,7,2014,DEF,
Tampa Bay (TB),,7,2014,DEF,
Tennessee (Ten),8,7,2014,DEF,
Washington (Was),6,7,2014,DEF,
Arizona (Ari),7,8,2014,DEF,
Atlanta (Atl),2,8,2014,DEF,
Baltimore (Bal),6,8,2014,DEF,
Buffalo (Buf),16,8,2014,DEF,
Carolina (Car),9,8,2014,DEF,
Chicago (Chi),-3,8,2014,DEF,
Cincinnati (Cin),5,8,2014,DEF,
Cleveland (Cle),13,8,2014,DEF,
Dallas (Dal),6,8,2014,DEF,
Denver (Den),6,8,2014,DEF,
Detroit (Det),4,8,2014,DEF,
Green Bay (GB),0,8,2014,DEF,
Houston (Hou),7,8,2014,DEF,
Indianapolis (Ind),2,8,2014,DEF,
Jacksonville (Jax),6,8,2014,DEF,
Kansas City (KC),19,8,2014,DEF,
Los Angeles (LAC),-4,8,2014,DEF,
Los Angeles (LAR),3,8,2014,DEF,
Miami (Mia),28,8,2014,DEF,
Minnesota (Min),19,8,2014,DEF,
New England (NE),13,8,2014,DEF,
New Orleans (NO),10,8,2014,DEF,
New York (NYG),,8,2014,DEF,
New York (NYJ),0,8,2014,DEF,
Oakland (Oak),1,8,2014,DEF,
Philadelphia (Phi),2,8,2014,DEF,
Pittsburgh (Pit),13,8,2014,DEF,
San Francisco (SF),,8,2014,DEF,
Seattle (Sea),11,8,2014,DEF,
Tampa Bay (TB),5,8,2014,DEF,
Tennessee (Ten),4,8,2014,DEF,
Washington (Was),10,8,2014,DEF,
Arizona (Ari),11,9,2014,DEF,
Atlanta (Atl),,9,2014,DEF,
Baltimore (Bal),7,9,2014,DEF,
Buffalo (Buf),,9,2014,DEF,
Carolina (Car),7,9,2014,DEF,
Chicago (Chi),,9,2014,DEF,
Cincinnati (Cin),8,9,2014,DEF,
Cleveland (Cle),9,9,2014,DEF,
Dallas (Dal),9,9,2014,DEF,
Denver (Den),-1,9,2014,DEF,
Detroit (Det),,9,2014,DEF,
Green Bay (GB),,9,2014,DEF,
Houston (Hou),17,9,2014,DEF,
Indianapolis (Ind),5,9,2014,DEF,
Jacksonville (Jax),5,9,2014,DEF,
Kansas City (KC),7,9,2014,DEF,
Los Angeles (LAC),-4,9,2014,DEF,
Los Angeles (LAR),16,9,2014,DEF,
Miami (Mia),22,9,2014,DEF,
Minnesota (Min),7,9,2014,DEF,
New England (NE),11,9,2014,DEF,
New Orleans (NO),12,9,2014,DEF,
New York (NYG),-3,9,2014,DEF,
New York (NYJ),1,9,2014,DEF,
Oakland (Oak),9,9,2014,DEF,
Philadelphia (Phi),7,9,2014,DEF,
Pittsburgh (Pit),8,9,2014,DEF,
San Francisco (SF),9,9,2014,DEF,
Seattle (Sea),13,9,2014,DEF,
Tampa Bay (TB),7,9,2014,DEF,
Tennessee (Ten),,9,2014,DEF,
Washington (Was),1,9,2014,DEF,
Arizona (Ari),25,10,2014,DEF,
Atlanta (Atl),11,10,2014,DEF,
Baltimore (Bal),13,10,2014,DEF,
Buffalo (Buf),9,10,2014,DEF,
Carolina (Car),-3,10,2014,DEF,
Chicago (Chi),4,10,2014,DEF,
Cincinnati (Cin),2,10,2014,DEF,
Cleveland (Cle),17,10,2014,DEF,
Dallas (Dal),11,10,2014,DEF,
Denver (Den),7,10,2014,DEF,
Detroit (Det),8,10,2014,DEF,
Green Bay (GB),17,10,2014,DEF,
Houston (Hou),,10,2014,DEF,
Indianapolis (Ind),,10,2014,DEF,
Jacksonville (Jax),4,10,2014,DEF,
Kansas City (KC),9,10,2014,DEF,
Los Angeles (LAC),,10,2014,DEF,
Los Angeles (LAR),6,10,2014,DEF,
Miami (Mia),8,10,2014,DEF,
Minnesota (Min),,10,2014,DEF,
New England (NE),,10,2014,DEF,
New Orleans (NO),6,10,2014,DEF,
New York (NYG),4,10,2014,DEF,
New York (NYJ),14,10,2014,DEF,
Oakland (Oak),0,10,2014,DEF,
Philadelphia (Phi),31,10,2014,DEF,
Pittsburgh (Pit),5,10,2014,DEF,
San Francisco (SF),8,10,2014,DEF,
Seattle (Sea),7,10,2014,DEF,
Tampa Bay (TB),1,10,2014,DEF,
Tennessee (Ten),1,10,2014,DEF,
Washington (Was),,10,2014,DEF,
Arizona (Ari),13,11,2014,DEF,
Atlanta (Atl),9,11,2014,DEF,
Baltimore (Bal),,11,2014,DEF,
Buffalo (Buf),10,11,2014,DEF,
Carolina (Car),5,11,2014,DEF,
Chicago (Chi),8,11,2014,DEF,
Cincinnati (Cin),6,11,2014,DEF,
Cleveland (Cle),2,11,2014,DEF,
Dallas (Dal),,11,2014,DEF,
Denver (Den),3,11,2014,DEF,
Detroit (Det),5,11,2014,DEF,
Green Bay (GB),30,11,2014,DEF,
Houston (Hou),10,11,2014,DEF,
Indianapolis (Ind),0,11,2014,DEF,
Jacksonville (Jax),,11,2014,DEF,
Kansas City (KC),3,11,2014,DEF,
Los Angeles (LAC),11,11,2014,DEF,
Los Angeles (LAR),10,11,2014,DEF,
Miami (Mia),8,11,2014,DEF,
Minnesota (Min),4,11,2014,DEF,
New England (NE),4,11,2014,DEF,
New Orleans (NO),1,11,2014,DEF,
New York (NYG),4,11,2014,DEF,
New York (NYJ),,11,2014,DEF,
Oakland (Oak),6,11,2014,DEF,
Philadelphia (Phi),1,11,2014,DEF,
Pittsburgh (Pit),8,11,2014,DEF,
San Francisco (SF),16,11,2014,DEF,
Seattle (Sea),4,11,2014,DEF,
Tampa Bay (TB),22,11,2014,DEF,
Tennessee (Ten),7,11,2014,DEF,
Washington (Was),4,11,2014,DEF,
Arizona (Ari),10,12,2014,DEF,
Atlanta (Atl),7,12,2014,DEF,
Baltimore (Bal),12,12,2014,DEF,
Buffalo (Buf),24,12,2014,DEF,
Carolina (Car),,12,2014,DEF,
Chicago (Chi),17,12,2014,DEF,
Cincinnati (Cin),9,12,2014,DEF,
Cleveland (Cle),7,12,2014,DEF,
Dallas (Dal),3,12,2014,DEF,
Denver (Den),-1,12,2014,DEF,
Detroit (Det),1,12,2014,DEF,
Green Bay (GB),4,12,2014,DEF,
Houston (Hou),9,12,2014,DEF,
Indianapolis (Ind),15,12,2014,DEF,
Jacksonville (Jax),11,12,2014,DEF,
Kansas City (KC),3,12,2014,DEF,
Los Angeles (LAC),14,12,2014,DEF,
Los Angeles (LAR),15,12,2014,DEF,
Miami (Mia),-1,12,2014,DEF,
Minnesota (Min),1,12,2014,DEF,
New England (NE),8,12,2014,DEF,
New Orleans (NO),2,12,2014,DEF,
New York (NYG),3,12,2014,DEF,
New York (NYJ),-3,12,2014,DEF,
Oakland (Oak),3,12,2014,DEF,
Philadelphia (Phi),17,12,2014,DEF,
Pittsburgh (Pit),,12,2014,DEF,
San Francisco (SF),11,12,2014,DEF,
Seattle (Sea),14,12,2014,DEF,
Tampa Bay (TB),5,12,2014,DEF,
Tennessee (Ten),2,12,2014,DEF,
Washington (Was),9,12,2014,DEF,
Arizona (Ari),8,13,2014,DEF,
Atlanta (Atl),10,13,2014,DEF,
Baltimore (Bal),5,13,2014,DEF,
Buffalo (Buf),18,13,2014,DEF,
Carolina (Car),2,13,2014,DEF,
Chicago (Chi),3,13,2014,DEF,
Cincinnati (Cin),7,13,2014,DEF,
Cleveland (Cle),8,13,2014,DEF,
Dallas (Dal),2,13,2014,DEF,
Denver (Den),13,13,2014,DEF,
Detroit (Det),8,13,2014,DEF,
Green Bay (GB),1,13,2014,DEF,
Houston (Hou),12,13,2014,DEF,
Indianapolis (Ind),14,13,2014,DEF,
Jacksonville (Jax),22,13,2014,DEF,
Kansas City (KC),2,13,2014,DEF,
Los Angeles (LAC),-1,13,2014,DEF,
Los Angeles (LAR),32,13,2014,DEF,
Miami (Mia),8,13,2014,DEF,
Minnesota (Min),26,13,2014,DEF,
New England (NE),3,13,2014,DEF,
New Orleans (NO),4,13,2014,DEF,
New York (NYG),11,13,2014,DEF,
New York (NYJ),5,13,2014,DEF,
Oakland (Oak),-3,13,2014,DEF,
Philadelphia (Phi),14,13,2014,DEF,
Pittsburgh (Pit),-3,13,2014,DEF,
San Francisco (SF),5,13,2014,DEF,
Seattle (Sea),17,13,2014,DEF,
Tampa Bay (TB),9,13,2014,DEF,
Tennessee (Ten),4,13,2014,DEF,
Washington (Was),3,13,2014,DEF,
Arizona (Ari),10,14,2014,DEF,
Atlanta (Atl),-1,14,2014,DEF,
Baltimore (Bal),10,14,2014,DEF,
Buffalo (Buf),6,14,2014,DEF,
Carolina (Car),10,14,2014,DEF,
Chicago (Chi),-3,14,2014,DEF,
Cincinnati (Cin),-4,14,2014,DEF,
Cleveland (Cle),23,14,2014,DEF,
Dallas (Dal),5,14,2014,DEF,
Denver (Den),11,14,2014,DEF,
Detroit (Det),13,14,2014,DEF,
Green Bay (GB),1,14,2014,DEF,
Houston (Hou),10,14,2014,DEF,
Indianapolis (Ind),9,14,2014,DEF,
Jacksonville (Jax),1,14,2014,DEF,
Kansas City (KC),3,14,2014,DEF,
Los Angeles (LAC),11,14,2014,DEF,
Los Angeles (LAR),27,14,2014,DEF,
Miami (Mia),2,14,2014,DEF,
Minnesota (Min),13,14,2014,DEF,
New England (NE),12,14,2014,DEF,
New Orleans (NO),-4,14,2014,DEF,
New York (NYG),27,14,2014,DEF,
New York (NYJ),9,14,2014,DEF,
Oakland (Oak),13,14,2014,DEF,
Philadelphia (Phi),6,14,2014,DEF,
Pittsburgh (Pit),7,14,2014,DEF,
San Francisco (SF),1,14,2014,DEF,
Seattle (Sea),8,14,2014,DEF,
Tampa Bay (TB),5,14,2014,DEF,
Tennessee (Ten),7,14,2014,DEF,
Washington (Was),4,14,2014,DEF,
Arizona (Ari),13,15,2014,DEF,
Atlanta (Atl),1,15,2014,DEF,
Baltimore (Bal),22,15,2014,DEF,
Buffalo (Buf),19,15,2014,DEF,
Carolina (Car),10,15,2014,DEF,
Chicago (Chi),3,15,2014,DEF,
Cincinnati (Cin),17,15,2014,DEF,
Cleveland (Cle),3,15,2014,DEF,
Dallas (Dal),12,15,2014,DEF,
Denver (Den),10,15,2014,DEF,
Detroit (Det),11,15,2014,DEF,
Green Bay (GB),6,15,2014,DEF,
Houston (Hou),13,15,2014,DEF,
Indianapolis (Ind),12,15,2014,DEF,
Jacksonville (Jax),3,15,2014,DEF,
Kansas City (KC),16,15,2014,DEF,
Los Angeles (LAC),1,15,2014,DEF,
Los Angeles (LAR),5,15,2014,DEF,
Miami (Mia),-2,15,2014,DEF,
Minnesota (Min),1,15,2014,DEF,
New England (NE),20,15,2014,DEF,
New Orleans (NO),14,15,2014,DEF,
New York (NYG),11,15,2014,DEF,
New York (NYJ),7,15,2014,DEF,
Oakland (Oak),2,15,2014,DEF,
Philadelphia (Phi),1,15,2014,DEF,
Pittsburgh (Pit),9,15,2014,DEF,
San Francisco (SF),8,15,2014,DEF,
Seattle (Sea),10,15,2014,DEF,
Tampa Bay (TB),6,15,2014,DEF,
Tennessee (Ten),6,15,2014,DEF,
Washington (Was),3,15,2014,DEF,
Arizona (Ari),-3,16,2014,DEF,
Atlanta (Atl),20,16,2014,DEF,
Baltimore (Bal),2,16,2014,DEF,
Buffalo (Buf),1,16,2014,DEF,
Carolina (Car),9,16,2014,DEF,
Chicago (Chi),13,16,2014,DEF,
Cincinnati (Cin),16,16,2014,DEF,
Cleveland (Cle),6,16,2014,DEF,
Dallas (Dal),12,16,2014,DEF,
Denver (Den),9,16,2014,DEF,
Detroit (Det),5,16,2014,DEF,
Green Bay (GB),16,16,2014,DEF,
Houston (Hou),12,16,2014,DEF,
Indianapolis (Ind),-1,16,2014,DEF,
Jacksonville (Jax),8,16,2014,DEF,
Kansas City (KC),2,16,2014,DEF,
Los Angeles (LAC),13,16,2014,DEF,
Los Angeles (LAR),-1,16,2014,DEF,
Miami (Mia),6,16,2014,DEF,
Minnesota (Min),1,16,2014,DEF,
New England (NE),7,16,2014,DEF,
New Orleans (NO),0,16,2014,DEF,
New York (NYG),8,16,2014,DEF,
New York (NYJ),7,16,2014,DEF,
Oakland (Oak),6,16,2014,DEF,
Philadelphia (Phi),6,16,2014,DEF,
Pittsburgh (Pit),12,16,2014,DEF,
San Francisco (SF),13,16,2014,DEF,
Seattle (Sea),13,16,2014,DEF,
Tampa Bay (TB),4,16,2014,DEF,
Tennessee (Ten),4,16,2014,DEF,
Washington (Was),7,16,2014,DEF,
Arizona (Ari),2,17,2014,DEF,
Atlanta (Atl),1,17,2014,DEF,
Baltimore (Bal),12,17,2014,DEF,
Buffalo (Buf),8,17,2014,DEF,
Carolina (Car),31,17,2014,DEF,
Chicago (Chi),9,17,2014,DEF,
Cincinnati (Cin),6,17,2014,DEF,
Cleveland (Cle),2,17,2014,DEF,
Dallas (Dal),18,17,2014,DEF,
Denver (Den),17,17,2014,DEF,
Detroit (Det),6,17,2014,DEF,
Green Bay (GB),13,17,2014,DEF,
Houston (Hou),11,17,2014,DEF,
Indianapolis (Ind),10,17,2014,DEF,
Jacksonville (Jax),13,17,2014,DEF,
Kansas City (KC),17,17,2014,DEF,
Los Angeles (LAC),5,17,2014,DEF,
Los Angeles (LAR),8,17,2014,DEF,
Miami (Mia),-1,17,2014,DEF,
Minnesota (Min),6,17,2014,DEF,
New England (NE),5,17,2014,DEF,
New Orleans (NO),8,17,2014,DEF,
New York (NYG),5,17,2014,DEF,
New York (NYJ),9,17,2014,DEF,
Oakland (Oak),5,17,2014,DEF,
Philadelphia (Phi),10,17,2014,DEF,
Pittsburgh (Pit),16,17,2014,DEF,
San Francisco (SF),9,17,2014,DEF,
Seattle (Sea),21,17,2014,DEF,
Tampa Bay (TB),8,17,2014,DEF,
Tennessee (Ten),1,17,2014,DEF,
Washington (Was),-2,17,2014,DEF,